time,pair,quoteAmount,open,high,low,close
2024-02-21 00:00:00,WETH/USDT,2850299.529687,3003.649441644711,3021.7576810752225,2867.1658455185784,3002.1981208857515
2024-02-21 00:05:00,WETH/USDT,1335255.665607,3012.9635014744435,3023.397933240287,2951.841657646166,3004.5841328483075
2024-02-21 00:10:00,WETH/USDT,228875.24731,3004.499924008458,3022.598024545884,3002.7855205846886,3004.5067199878285
2024-02-21 00:15:00,WETH/USDT,179348.66398,3004.473296632122,3022.577014011431,3002.851112159982,3002.9627325175466
2024-02-21 00:20:00,WETH/USDT,121113.573467,3022.1185751748685,3022.1975176256083,3003.8589463199996,3003.8589463199996
2024-02-21 00:25:00,WETH/USDT,90109.723312,3021.9922481767453,3021.9922481767453,3002.287132561191,3020.4448741423926
2024-02-21 00:30:00,WETH/USDT,133337.867931,3002.3417874000575,3020.6393739370137,3001.5620986748027,3006.071138158305
2024-02-21 00:35:00,WETH/USDT,2725951.849701,3001.764100663368,3025.8714844646797,2883.1483714617434,3012.846235947502
2024-02-21 00:40:00,WETH/USDT,211674.611866,3000.8143677492094,3019.223703344738,3000.5099098358746,3000.635876708675
2024-02-21 00:45:00,WETH/USDT,406806.482188,3006.4245038194263,3021.3338921826357,3000.511463421093,3006.3812034867724
2024-02-21 00:50:00,WETH/USDT,254161.501309,3018.7597617084984,3019.465467454918,3000.1759857479383,3000.4571039809593
2024-02-21 00:55:00,WETH/USDT,1592399.305348,2999.230889548768,3039.351408647216,2997.4366709161814,3018.177007479766
2024-02-21 01:00:00,WETH/USDT,387321.681415,2999.8720981558963,3017.228724467604,2995.705735612349,2999.2807318789037
2024-02-21 01:05:00,WETH/USDT,253830.888387,3014.2116612295413,3014.3135082362264,2995.5397434948577,2997.421287472892
2024-02-21 01:10:00,WETH/USDT,110253.992573,3014.05212965989,3014.1315579228653,2995.388076905667,3000.7724011566106
2024-02-21 01:15:00,WETH/USDT,75054.301948,3013.6268815736603,3013.902238354726,2995.750858816932,3000.2236442156027
2024-02-21 01:20:00,WETH/USDT,499781.670335,3013.994768838058,3014.202386425285,2992.859848374914,2996.9309316658478
2024-02-21 01:25:00,WETH/USDT,196206.950229,2997.5103507003923,3011.6314482468974,2993.0360519508718,3011.214914801985
2024-02-21 01:30:00,WETH/USDT,963146.663638,2998.8991517115246,3023.8733899284243,2992.701585029773,2996.7425432693994
2024-02-21 01:35:00,WETH/USDT,156633.382625,2996.723597481972,3012.024555342462,2993.001718948838,2993.001718948838
2024-02-21 01:40:00,WETH/USDT,579465.754184,2994.222090761282,3010.657949074853,2979.252754745839,2980.4506698937066
2024-02-21 01:45:00,WETH/USDT,1137460.083493,3010.3056335128017,3010.3056335128017,2975.2983871709484,2990.4242684038554
2024-02-21 01:50:00,WETH/USDT,1424892.715501,2993.532679469244,3011.611008043674,2981.0631027499116,2984.0509871025706
2024-02-21 01:55:00,WETH/USDT,157197.912385,3001.7737973539215,3006.5425176855215,2993.817887731624,3002.2710024748108
2024-02-21 02:00:00,WETH/USDT,970998.035842,2999.354293656884,3006.528880102474,2939.3363538381827,3006.528880102474
2024-02-21 02:05:00,WETH/USDT,647224.947532,3003.2907363788922,3004.03860117472,2969.5934648838,2997.1276292807534
2024-02-21 02:10:00,WETH/USDT,860700.967916,3003.769102278621,3020.2002265374713,2985.7239062931685,2985.7239062931685
2024-02-21 02:15:00,WETH/USDT,469621.248133,2985.70920020334,3006.561448229939,2985.4622724748015,2998.546632943055
2024-02-21 02:20:00,WETH/USDT,641283.181249,2985.4887229046594,3003.617390960436,2965.0437727745566,2980.8832382414353
2024-02-21 02:25:00,WETH/USDT,260181.671024,2994.034088207275,3006.4981745593846,2985.258229220775,2986.389631366946
2024-02-21 02:30:00,WETH/USDT,123836.521427,2988.449667387224,3006.46127360925,2985.88294897494,2998.824742610268
2024-02-21 02:35:00,WETH/USDT,2822677.787907,3004.020233273635,3032.2065707307847,2986.098515559592,3004.376337946428
2024-02-21 02:40:00,WETH/USDT,611247.755631,3005.903323183729,3006.841644570799,2972.918622205147,3002.1194883546123
2024-02-21 02:45:00,WETH/USDT,155272.716657,2989.545282253263,3007.906657181969,2989.3806584613094,2990.025860956414
2024-02-21 02:50:00,WETH/USDT,53232.57052,3005.526611227216,3008.400526598527,2988.932977816956,3005.64554732759
2024-02-21 02:55:00,WETH/USDT,1087307.011966,3031.446339550976,3034.1117506496994,2990.222824682653,3010.9126252367128
2024-02-21 03:00:00,WETH/USDT,97648.826647,3011.304837887732,3011.613201934638,2992.864317839096,3011.613201934638
2024-02-21 03:05:00,WETH/USDT,906566.544981,3005.5017261559724,3012.2733606585143,2977.608489055931,3003.6039392398043
2024-02-21 03:10:00,WETH/USDT,226670.93354,3003.186812634936,3013.2511559487116,2994.4786823273957,3013.2511559487116
2024-02-21 03:15:00,WETH/USDT,260510.012249,2995.361256260051,3013.4184860819664,2992.510679986695,2993.1859625567804
2024-02-21 03:20:00,WETH/USDT,348919.829926,3006.274450459153,3012.228469297967,2993.155434872294,2993.4260462683346
2024-02-21 03:25:00,WETH/USDT,128878.625819,3010.681456199303,3011.5768523845077,2993.2396190921327,3005.5863065827434
2024-02-21 03:30:00,WETH/USDT,3321750.41477,2993.5179444505434,3011.7659268918933,2792.3820397533277,3002.695251239224
2024-02-21 03:35:00,WETH/USDT,562744.511486,3002.409806643025,3023.315287818787,2993.369200906642,3011.4378769259215
2024-02-21 03:40:00,WETH/USDT,2024774.934647,3006.425876348816,3040.6330516140724,2976.2711566767575,3003.692275382629
2024-02-21 03:45:00,WETH/USDT,107007.13452,3005.272868972503,3012.565208573151,2994.043079616876,3012.565208573151
2024-02-21 03:50:00,WETH/USDT,85107.43761,3009.5628245650473,3012.489307558051,2994.063937687003,2994.063937687003
2024-02-21 03:55:00,WETH/USDT,541984.40952,3012.1400449405746,3012.2629708601335,2993.468376323721,3007.432273016616
2024-02-21 04:00:00,WETH/USDT,305099.510587,3005.5275348046994,3012.98357377327,2993.95741719639,3012.98357377327
2024-02-21 04:05:00,WETH/USDT,185455.11476,3008.830990244097,3014.3330267293327,2993.494622404707,3003.943237255979
2024-02-21 04:10:00,WETH/USDT,238990.848954,2996.482064315498,3014.691360647012,2993.4268130234022,3014.607827144456
2024-02-21 04:15:00,WETH/USDT,70340.018358,3009.8785189159953,3014.8376165408117,2993.3827723789323,3014.197840536492
2024-02-21 04:20:00,WETH/USDT,82106.716374,3006.3583558713094,3015.0502863711713,2993.1670117646304,3014.8396316353555
2024-02-21 04:25:00,WETH/USDT,169117.062378,3007.9257150843455,3015.246281331272,2993.6997318024273,2996.8616001950313
2024-02-21 04:30:00,WETH/USDT,403967.079559,3014.966013203125,3014.966013203125,2993.2854835584903,2994.5963457379244
2024-02-21 04:35:00,WETH/USDT,1513737.44174,2994.0043109261856,3005.8402552221714,2975.9583536812033,2987.1281879048565
2024-02-21 04:40:00,WETH/USDT,300472.696943,2994.6939282185162,3005.4949080761717,2987.2332087896993,2987.2673550196955
2024-02-21 04:45:00,WETH/USDT,460849.310391,2993.280725041651,3005.004824752318,2986.643197281293,2987.0012487919516
2024-02-21 04:50:00,WETH/USDT,839679.518095,3005.020322554784,3005.0492667768635,2961.8332618392774,2994.040985108624
2024-02-21 04:55:00,WETH/USDT,112125.487598,3004.9967788583117,3005.2206352965522,2986.8461311869946,2996.9242037078297
2024-02-21 05:00:00,WETH/USDT,203748.840081,2995.4890163838963,3005.3107457935057,2986.8038371273383,3005.2160490188785
2024-02-21 05:05:00,WETH/USDT,695814.599556,2987.2643218691123,3008.461037635401,2973.887767759647,3008.461037635401
2024-02-21 05:10:00,WETH/USDT,623976.781547,3006.5299069774414,3048.3808371097275,2989.47747808538,3005.6914910864284
2024-02-21 05:15:00,WETH/USDT,1166604.354474,3005.0339059949324,3009.5395440203565,2939.6430856166767,3000.679150171344
2024-02-21 05:20:00,WETH/USDT,95109.159352,3000.491307912537,3009.6619282610736,2989.2341530891986,2991.0310400362487
2024-02-21 05:25:00,WETH/USDT,133050.203658,2990.986870232034,3009.038416171199,2989.2249245179146,3009.016981226895
2024-02-21 05:30:00,WETH/USDT,787703.570086,2991.0935585021953,3009.2022781085057,2947.5881133533107,2994.956854418924
2024-02-21 05:35:00,WETH/USDT,545477.938843,3008.7645233451726,3009.059666032495,2989.197743998861,3007.827283853769
2024-02-21 05:40:00,WETH/USDT,3453635.356548,2989.7801558569126,3009.152538228915,2914.668905078494,2977.716349936617
2024-02-21 05:45:00,WETH/USDT,1048066.221726,2995.691265545132,2996.1028088826156,2971.749306999967,2990.316331942532
2024-02-21 05:50:00,WETH/USDT,96973.101708,2990.694943525663,2990.694943525663,2972.2786444954622,2990.1903511669057
2024-02-21 05:55:00,WETH/USDT,719371.325411,2971.317064125983,2990.3106759243883,2947.546359711953,2977.3770938194593
2024-02-21 06:00:00,WETH/USDT,111745.296878,2981.079899720384,2990.002162854735,2970.766881950439,2970.766881950439
2024-02-21 06:05:00,WETH/USDT,573887.438478,2972.904667152347,2989.914993566269,2967.353155482629,2970.9728234289564
2024-02-21 06:10:00,WETH/USDT,948327.529821,2970.8410842869366,2986.8284126725453,2957.4559953644307,2980.1533378487393
2024-02-21 06:15:00,WETH/USDT,130353.146151,2985.472807376145,2985.6607033413625,2967.5867700955832,2985.6607033413625
2024-02-21 06:20:00,WETH/USDT,160215.720784,2985.6910772572296,2986.0804027507916,2967.6961502058507,2968.3691805939657
2024-02-21 06:25:00,WETH/USDT,217758.369979,2974.0680204344517,2986.241982982201,2967.292848068956,2970.670243906491
2024-02-21 06:30:00,WETH/USDT,105039.763212,2973.472932351555,2985.251249137542,2967.2450835485215,2975.4604456003904
2024-02-21 06:35:00,WETH/USDT,651867.452045,2967.013543367767,2985.145181871652,2960.6045263752385,2962.0869337271283
2024-02-21 06:40:00,WETH/USDT,1519622.801267,2959.6201774105302,3029.886330451527,2947.7736393213895,2963.869949737985
2024-02-21 06:45:00,WETH/USDT,1138873.102481,2957.9805351328832,2975.7963909705545,2929.992158387771,2953.315777977648
2024-02-21 06:50:00,WETH/USDT,350055.933194,2952.943433873222,2969.534854155671,2946.851966726354,2947.5234070787637
2024-02-21 06:55:00,WETH/USDT,1136075.912757,2947.184701223077,3018.9027720442323,2945.422239236246,2963.5185081669383
2024-02-21 07:00:00,WETH/USDT,951648.271708,2963.5594553015003,2963.7461381249313,2928.4061938957325,2941.684272866469
2024-02-21 07:05:00,WETH/USDT,1578290.166522,2938.032128892725,2956.758946966837,2904.3435151802187,2947.7840750718883
2024-02-21 07:10:00,WETH/USDT,1246851.616502,2937.237173152175,2948.611236235426,2902.728433325937,2928.517791124084
2024-02-21 07:15:00,WETH/USDT,736286.522656,2943.693485644094,2943.693485644094,2922.2739529233536,2940.42126187533
2024-02-21 07:20:00,WETH/USDT,227537.174205,2943.2069410533895,2943.5087360183193,2924.033786588178,2939.3786845382597
2024-02-21 07:25:00,WETH/USDT,117421.432176,2923.9835137037294,2943.7220681000435,2923.9835137037294,2943.7099015838444
2024-02-21 07:30:00,WETH/USDT,124424.397667,2926.1106105593017,2943.9869418506055,2925.6133220661113,2943.9869418506055
2024-02-21 07:35:00,WETH/USDT,1225554.450976,2935.013024849195,2948.342386626643,2921.719630057472,2944.674543672055
2024-02-21 07:40:00,WETH/USDT,1293151.483214,2937.4501632713627,2961.261885428769,2905.5123003312056,2928.128486062183
2024-02-21 07:45:00,WETH/USDT,205360.171224,2945.7537482310013,2946.2151753617404,2928.4325797396145,2933.0841330372095
2024-02-21 07:50:00,WETH/USDT,1117016.262274,2928.549184669867,2946.1884604486163,2898.988018406623,2946.0463419583953
2024-02-21 07:55:00,WETH/USDT,229295.690115,2940.844154375865,2946.433119644703,2925.8526440838605,2946.4075406515685
2024-02-21 08:00:00,WETH/USDT,195666.263964,2946.4612284686914,2946.7262166291857,2925.644062470422,2927.42280489768
2024-02-21 08:05:00,WETH/USDT,585676.094669,2938.610926149918,2945.3074385911423,2927.450317920239,2942.685234703818
2024-02-21 08:10:00,WETH/USDT,330474.00131,2945.149678190853,2948.0070819625666,2927.5155554347157,2928.341205253059
2024-02-21 08:15:00,WETH/USDT,421837.054476,2939.479517546329,2947.670403595328,2925.927271481653,2928.0640840491556
2024-02-21 08:20:00,WETH/USDT,488599.55648,2937.8843513984534,2951.950136427304,2928.108516951684,2947.6148611824415
2024-02-21 08:25:00,WETH/USDT,1883827.717299,2952.9625743058764,2956.2148108451433,2891.7943676403943,2954.9957792953983
2024-02-21 08:30:00,WETH/USDT,1883297.522614,2954.4517791079347,2968.068051857147,2867.579748331685,2957.8605661675533
2024-02-21 08:35:00,WETH/USDT,176111.081899,2950.268629512941,2958.0754308740816,2938.8183970197933,2940.042429297523
2024-02-21 08:40:00,WETH/USDT,201715.957791,2940.263031857715,2957.966109323923,2936.92506237556,2955.08882852399
2024-02-21 08:45:00,WETH/USDT,76264.262733,2955.272176637153,2956.429375111228,2938.3440738878294,2938.6823059965423
2024-02-21 08:50:00,WETH/USDT,331823.929639,2938.5880250823266,2956.8042506544152,2938.3973226369935,2946.2328652733504
2024-02-21 08:55:00,WETH/USDT,258021.097534,2939.0543405659764,2958.020468201918,2938.2591405558287,2958.020468201918
2024-02-21 09:00:00,WETH/USDT,171407.598246,2940.2854998778903,2955.1773457710287,2936.2087660165125,2936.328929170159
2024-02-21 09:05:00,WETH/USDT,1182944.137161,2936.1284899402062,2953.803826024303,2922.2205964052446,2922.244180372356
2024-02-21 09:10:00,WETH/USDT,1154029.295418,2917.9119116893894,2940.271957257394,2913.5984336713036,2931.151737242982
2024-02-21 09:15:00,WETH/USDT,703439.624665,2931.167294286107,2934.063703262946,2904.8649419132257,2922.9681584544223
2024-02-21 09:20:00,WETH/USDT,2292261.567299,2916.48699189969,2937.3083439030474,2866.503372027078,2937.174374111963
2024-02-21 09:25:00,WETH/USDT,3044077.065669,2937.4062387565023,2948.6811455264933,2906.4326866833158,2908.3627695411096
2024-02-21 09:30:00,WETH/USDT,1862094.638076,2906.7516518839084,2924.4399441663263,2880.8474523713708,2915.840686191176
2024-02-21 09:35:00,WETH/USDT,1411413.374358,2924.2431187508832,2945.492472093179,2902.317988866989,2924.854021445089
2024-02-21 09:40:00,WETH/USDT,1282726.909047,2907.192988931576,2924.2078303638555,2904.5121079381843,2904.81597070799
2024-02-21 09:45:00,WETH/USDT,1459856.657171,2904.801009414229,2923.0965472227326,2878.802065619031,2922.6059448340216
2024-02-21 09:50:00,WETH/USDT,2488510.822572,2914.071560667236,2967.4595551956213,2889.6474431561883,2921.173042832424
2024-02-21 09:55:00,WETH/USDT,3671627.23236,2921.2105152125164,2966.0427571158107,2866.973375756167,2889.5044868508903
2024-02-21 10:00:00,WETH/USDT,1199209.608828,2887.453111999392,2910.3775109075837,2886.940974481508,2892.7104383768874
2024-02-21 10:05:00,WETH/USDT,1861993.758983,2905.1395856555873,2910.5711214514586,2842.278158562013,2892.4574401788714
2024-02-21 10:10:00,WETH/USDT,1178408.683944,2892.2736507398563,2909.8594413517576,2886.7355669317694,2886.7355669317694
2024-02-21 10:15:00,WETH/USDT,2240346.554282,2898.7455331441743,2974.916369511478,2886.620379910903,2909.349220592515
2024-02-21 10:20:00,WETH/USDT,426796.398883,2909.095979730285,2913.747370853899,2895.1212893172865,2909.732231533749
2024-02-21 10:25:00,WETH/USDT,1997286.254273,2896.1513747145045,2942.923376896196,2895.007221567925,2918.6442700932034
2024-02-21 10:30:00,WETH/USDT,1225687.776534,2903.279557115556,2925.0387370344633,2884.77608278971,2914.7464484210554
2024-02-21 10:35:00,WETH/USDT,1067633.388652,2901.52937061826,2918.5565532678957,2881.435748048667,2895.9554510297917
2024-02-21 10:40:00,WETH/USDT,391166.490617,2912.0310822845627,2918.6061542311795,2893.5268313938877,2913.7936933135975
2024-02-21 10:45:00,WETH/USDT,1677984.247655,2896.3462384629665,2922.6755184814124,2854.23647706653,2903.78043057786
2024-02-21 10:50:00,WETH/USDT,1236997.122971,2917.6298705793174,2925.130612488851,2905.3345764612695,2922.8463474281625
2024-02-21 10:55:00,WETH/USDT,1020299.040717,2922.901037038124,2925.8207858989585,2905.47487943551,2916.0901192005554
2024-02-21 11:00:00,WETH/USDT,3457156.098406,2916.5656886452593,2923.576563674966,2892.4648036078243,2922.539693557078
2024-02-21 11:05:00,WETH/USDT,2180821.54655,2922.703560043777,2947.429800944831,2906.003325823932,2926.371909322171
2024-02-21 11:10:00,WETH/USDT,1808961.132107,2908.797134135105,2926.456349849889,2891.6845894304493,2915.285670929889
2024-02-21 11:15:00,WETH/USDT,814806.948454,2912.9754208428603,2926.7091016417476,2908.9270272839167,2914.5650045025777
2024-02-21 11:20:00,WETH/USDT,3796257.830689,2909.20328347503,2948.9320999573424,2892.461302741213,2926.9167943594384
2024-02-21 11:25:00,WETH/USDT,1795444.816992,2915.0802202257364,2929.151430791919,2907.096165942053,2912.948137812228
2024-02-21 11:30:00,WETH/USDT,602881.022893,2906.698460927177,2925.2624511938307,2905.8851280748872,2906.563365863096
2024-02-21 11:35:00,WETH/USDT,7476094.672437,2925.3064732250664,2925.3064732250664,2888.5718316899624,2912.993051767713
2024-02-21 11:40:00,WETH/USDT,2875059.012423,2913.0353209413984,2918.681387769945,2895.5320131145477,2898.1776154379468
2024-02-21 11:45:00,WETH/USDT,1919668.540201,2903.9602900153554,2915.666467473528,2898.139206625592,2900.769976495418
2024-02-21 11:50:00,WETH/USDT,918959.926156,2900.585282813721,2915.5477974864534,2894.958719306649,2895.124656616238
2024-02-21 11:55:00,WETH/USDT,4062500.722239,2893.259450889574,2910.9283628033713,2672.787283384792,2899.240736335397
2024-02-21 12:00:00,WETH/USDT,2071000.732304,2889.210076437827,2907.3838150029865,2886.7497573451315,2889.9836195738967
2024-02-21 12:05:00,WETH/USDT,1643962.946533,2892.1651065609685,2907.567058928319,2880.6383811602477,2891.9450449851615
2024-02-21 12:10:00,WETH/USDT,2203819.565075,2891.1025200327376,2907.0105788015753,2868.8120528503673,2907.0105788015753
2024-02-21 12:15:00,WETH/USDT,2588174.871579,2905.4713183747967,2910.930031055618,2888.6434713945264,2910.5906702676943
2024-02-21 12:20:00,WETH/USDT,939391.413669,2911.932023391329,2912.4732374636087,2894.406786280066,2912.4732374636087
2024-02-21 12:25:00,WETH/USDT,2131586.464819,2895.1023094173065,2923.267829039557,2888.234905760589,2923.004301625525
2024-02-21 12:30:00,WETH/USDT,854243.930556,2923.0113655465634,2923.6476616678033,2903.8507788291413,2916.7760023707356
2024-02-21 12:35:00,WETH/USDT,588570.224496,2914.710868079005,2923.7043260546848,2904.9303467198915,2923.4112843080325
2024-02-21 12:40:00,WETH/USDT,1165648.236667,2923.667522624305,2984.584898273705,2906.2127529872737,2924.482787718455
2024-02-21 12:45:00,WETH/USDT,218139.87167,2907.5156380840417,2925.4473064642557,2907.48882700761,2921.068310452659
2024-02-21 12:50:00,WETH/USDT,1140855.349831,2925.4774344943,2947.373833511327,2907.9290990853783,2916.6012649409145
2024-02-21 12:55:00,WETH/USDT,250366.146712,2916.4156537737877,2925.6886111871268,2907.667966119791,2919.6707203933615
2024-02-21 13:00:00,WETH/USDT,927509.812148,2918.8777364097664,2926.841705869389,2890.04930451347,2923.1094316741237
2024-02-21 13:05:00,WETH/USDT,653665.994525,2923.137061618402,2927.3022286936002,2905.320102136817,2926.9615533762453
2024-02-21 13:10:00,WETH/USDT,131084.330552,2928.4583662704226,2928.4583662704226,2909.3622022374657,2925.2507584365308
2024-02-21 13:15:00,WETH/USDT,1101973.616244,2914.3167227686004,2928.423845080941,2909.57818233926,2914.661781535297
2024-02-21 13:20:00,WETH/USDT,1026602.178501,2917.972545383965,2929.4514031309814,2906.040149326233,2906.1756446814247
2024-02-21 13:25:00,WETH/USDT,493243.572373,2923.6654587330136,2923.7384945637064,2905.133541169258,2905.133541169258
2024-02-21 13:30:00,WETH/USDT,2307367.040462,2922.6682136196605,2922.733886602048,2845.398088175374,2899.8444775250155
2024-02-21 13:35:00,WETH/USDT,476905.585797,2898.2462050492886,2916.093141025075,2897.5687419634264,2899.363195293088
2024-02-21 13:40:00,WETH/USDT,2632890.358638,2899.974024288864,2915.6917240065695,2870.0957812005818,2895.500804116478
